datetime,SP15
2024-01-29 01:00:00,43.24853
2024-01-29 02:00:00,41.85254
2024-01-29 03:00:00,42.11402
2024-01-29 04:00:00,44.13269
2024-01-29 05:00:00,48.16769
2024-01-29 06:00:00,59.07888
2024-01-29 07:00:00,48.01523
2024-01-29 08:00:00,40.82651
2024-01-29 09:00:00,23.66776
2024-01-29 10:00:00,18.07953
2024-01-29 11:00:00,15.60796
2024-01-29 12:00:00,13.70827
2024-01-29 13:00:00,10.38749
2024-01-29 14:00:00,14.99937
2024-01-29 15:00:00,33.0
2024-01-29 16:00:00,58.30901
2024-01-29 17:00:00,61.32751
2024-01-29 18:00:00,61.69956
2024-01-29 19:00:00,61.47612
2024-01-29 20:00:00,60.74019
2024-01-29 21:00:00,60.0186
2024-01-29 22:00:00,58.58912
2024-01-29 23:00:00,49.65199
2024-01-30 00:00:00,39.10525
2024-01-30 01:00:00,38.08435
2024-01-30 02:00:00,37.15539
2024-01-30 03:00:00,37.24525
2024-01-30 04:00:00,38.37094
2024-01-30 05:00:00,42.9667
2024-01-30 06:00:00,55.0329
2024-01-30 07:00:00,50.22687
2024-01-30 08:00:00,33.0087
2024-01-30 09:00:00,10.61871
2024-01-30 10:00:00,6.84662
2024-01-30 11:00:00,4.04212
2024-01-30 12:00:00,4.23359
2024-01-30 13:00:00,4.14804
2024-01-30 14:00:00,7.23946
2024-01-30 15:00:00,32.8776
2024-01-30 16:00:00,50.40585
2024-01-30 17:00:00,55.78974
2024-01-30 18:00:00,54.42317
2024-01-30 19:00:00,52.83906
2024-01-30 20:00:00,52.22459
2024-01-30 21:00:00,52.15266
2024-01-30 22:00:00,46.49746
2024-01-30 23:00:00,46.22255
2024-01-31 00:00:00,43.35585
2024-01-31 01:00:00,42.68045
2024-01-31 02:00:00,41.46439
2024-01-31 03:00:00,40.52127
2024-01-31 04:00:00,41.66814
2024-01-31 05:00:00,43.73685
2024-01-31 06:00:00,48.73423
2024-01-31 07:00:00,46.42683
2024-01-31 08:00:00,35.54278
2024-01-31 09:00:00,29.28459
2024-01-31 10:00:00,26.09673
2024-01-31 11:00:00,25.79079
2024-01-31 12:00:00,25.0
2024-01-31 13:00:00,25.57966
2024-01-31 14:00:00,27.30634
2024-01-31 15:00:00,36.28833
2024-01-31 16:00:00,44.93905
2024-01-31 17:00:00,48.99651
2024-01-31 18:00:00,49.18929
2024-01-31 19:00:00,47.89104
2024-01-31 20:00:00,46.13458
2024-01-31 21:00:00,45.46719
2024-01-31 22:00:00,40.8599
2024-01-31 23:00:00,40.44318
2024-02-01 00:00:00,38.73534
2024-02-01 01:00:00,36.7632
2024-02-01 02:00:00,36.672
2024-02-01 03:00:00,36.7952
2024-02-01 04:00:00,37.09235
2024-02-01 05:00:00,40.92383
2024-02-01 06:00:00,47.95819
2024-02-01 07:00:00,50.0
2024-02-01 08:00:00,48.20442
2024-02-01 09:00:00,49.66684
2024-02-01 10:00:00,46.65903
2024-02-01 11:00:00,39.53457
2024-02-01 12:00:00,38.78429
2024-02-01 13:00:00,37.3195
2024-02-01 14:00:00,37.35712
2024-02-01 15:00:00,42.5644
2024-02-01 16:00:00,50.18706
2024-02-01 17:00:00,53.40822
2024-02-01 18:00:00,54.30357
2024-02-01 19:00:00,52.58379
2024-02-01 20:00:00,51.96228
2024-02-01 21:00:00,51.07936
2024-02-01 22:00:00,45.61314
2024-02-01 23:00:00,41.22568
2024-02-02 00:00:00,40.34295
2024-02-02 01:00:00,37.77439
2024-02-02 02:00:00,36.46419
2024-02-02 03:00:00,36.37004
2024-02-02 04:00:00,37.56966
2024-02-02 05:00:00,45.11717
2024-02-02 06:00:00,51.83
2024-02-02 07:00:00,48.66307
2024-02-02 08:00:00,36.64927
