datetime,profit_realized,profit_cum,soc_asset_1,energy_profit,solar_profit,as_profit,degradation_cost,exec_buy_mwh,exec_sell_mwh,exec_solar_to_grid_mwh,exec_reserve_mw
2024-02-13 21:00:00,0.3861266666666666,2315.8649536626876,10.0,0.0,0.0,0.3861266666666666,0.0,0.0,0.0,0.0,2.0
2024-02-13 22:00:00,1.72,2317.5849536626874,10.0,0.0,0.0,1.72,0.0,0.0,0.0,0.0,2.0
2024-02-13 23:00:00,1.2935366666666666,2318.878490329354,10.0,0.0,0.0,1.2935366666666666,0.0,0.0,0.0,0.0,2.0
2024-02-14 00:00:00,0.2489266666666666,2319.1274169960207,10.0,0.0,0.0,0.2489266666666666,0.0,0.0,0.0,0.0,2.0
2024-02-14 01:00:00,0.1288,2319.2562169960206,10.0,0.0,0.0,0.1288,0.0,0.0,0.0,0.0,2.0
2024-02-14 02:00:00,0.1166666666666666,2319.3728836626874,10.0,0.0,0.0,0.1166666666666666,0.0,0.0,0.0,0.0,2.0
2024-02-14 03:00:00,0.12293,2319.4958136626874,10.0,0.0,0.0,0.12293,0.0,0.0,0.0,0.0,2.0
2024-02-14 04:00:00,0.1594,2319.6552136626874,10.0,0.0,0.0,0.1594,0.0,0.0,0.0,0.0,2.0
2024-02-14 05:00:00,0.5,2320.1552136626874,10.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.0
2024-02-14 06:00:00,469.82534098746953,2789.980554650157,0.0,514.5467005374653,0.0,0.0,44.721359549995796,0.0,8.94427190999916,0.0,0.0
2024-02-14 07:00:00,2.35529,2792.335844650157,0.0,0.0,0.0,2.35529,0.0,0.0,0.0,0.0,2.0
