time_step,datetime,soc
396,2024-01-17 11:00:00,0.0
397,2024-01-17 12:00:00,1.05572809000084
398,2024-01-17 13:00:00,5.59016994374947
399,2024-01-17 14:00:00,10.0
400,2024-01-17 15:00:00,10.0
401,2024-01-17 16:00:00,3.72677996249965
402,2024-01-17 17:00:00,3.72677996249965
403,2024-01-17 18:00:00,3.72677996249965
404,2024-01-17 19:00:00,3.72677996249965
405,2024-01-17 20:00:00,3.72677996249965
406,2024-01-17 21:00:00,3.72677996249965
407,2024-01-17 22:00:00,1.05572809000084
408,2024-01-17 23:00:00,1.05572809000084
409,2024-01-18 00:00:00,1.05572809000084
410,2024-01-18 01:00:00,1.05572809000084
411,2024-01-18 02:00:00,1.05572809000084
412,2024-01-18 03:00:00,1.05572809000084
413,2024-01-18 04:00:00,1.05572809000084
414,2024-01-18 05:00:00,1.05572809000084
415,2024-01-18 06:00:00,0.0
416,2024-01-18 07:00:00,0.0
417,2024-01-18 08:00:00,0.0
418,2024-01-18 09:00:00,0.0
419,2024-01-18 10:00:00,0.0
420,2024-01-18 11:00:00,1.05572809000084
421,2024-01-18 12:00:00,1.05572809000084
422,2024-01-18 13:00:00,1.05572809000084
423,2024-01-18 14:00:00,10.0
424,2024-01-18 15:00:00,10.0
425,2024-01-18 16:00:00,3.72677996249965
426,2024-01-18 17:00:00,3.72677996249965
427,2024-01-18 18:00:00,3.72677996249965
428,2024-01-18 19:00:00,3.72677996249965
429,2024-01-18 20:00:00,3.72677996249965
430,2024-01-18 21:00:00,1.05572809000084
431,2024-01-18 22:00:00,1.05572809000084
432,2024-01-18 23:00:00,1.05572809000084
433,2024-01-19 00:00:00,1.05572809000084
434,2024-01-19 01:00:00,1.05572809000084
435,2024-01-19 02:00:00,1.05572809000084
436,2024-01-19 03:00:00,1.05572809000084
437,2024-01-19 04:00:00,1.05572809000084
438,2024-01-19 05:00:00,1.05572809000084
439,2024-01-19 06:00:00,1.05572809000084
440,2024-01-19 07:00:00,1.05572809000084
441,2024-01-19 08:00:00,1.05572809000084
442,2024-01-19 09:00:00,1.05572809000084
443,2024-01-19 10:00:00,1.05572809000084
444,2024-01-19 11:00:00,1.05572809000084
445,2024-01-19 12:00:00,1.05572809000084
446,2024-01-19 13:00:00,1.05572809000084
447,2024-01-19 14:00:00,1.05572809000084
448,2024-01-19 15:00:00,1.05572809000084
449,2024-01-19 16:00:00,1.05572809000084
450,2024-01-19 17:00:00,1.05572809000084
451,2024-01-19 18:00:00,1.05572809000084
452,2024-01-19 19:00:00,1.05572809000084
453,2024-01-19 20:00:00,1.05572809000084
454,2024-01-19 21:00:00,1.05572809000084
455,2024-01-19 22:00:00,1.05572809000084
456,2024-01-19 23:00:00,1.05572809000084
457,2024-01-20 00:00:00,1.05572809000084
458,2024-01-20 01:00:00,1.05572809000084
459,2024-01-20 02:00:00,1.05572809000084
460,2024-01-20 03:00:00,1.05572809000084
461,2024-01-20 04:00:00,1.05572809000084
462,2024-01-20 05:00:00,1.05572809000084
463,2024-01-20 06:00:00,1.05572809000084
464,2024-01-20 07:00:00,1.05572809000084
465,2024-01-20 08:00:00,1.05572809000084
466,2024-01-20 09:00:00,1.05572809000084
467,2024-01-20 10:00:00,1.05572809000084
468,2024-01-20 11:00:00,1.05572809000084
469,2024-01-20 12:00:00,1.05572809000084
470,2024-01-20 13:00:00,1.05572809000084
471,2024-01-20 14:00:00,1.05572809000084
472,2024-01-20 15:00:00,1.05572809000084
473,2024-01-20 16:00:00,1.05572809000084
474,2024-01-20 17:00:00,1.05572809000084
475,2024-01-20 18:00:00,1.05572809000084
476,2024-01-20 19:00:00,1.05572809000084
477,2024-01-20 20:00:00,1.05572809000084
478,2024-01-20 21:00:00,1.05572809000084
